,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
626,1965,John Fowles,[],"['Fiction', 'Classics', 'Fantasy']",https://www.goodreads.com/book/show/18386.The_Death_of_Ivan_Ilych,656,49437,4.06,3041,The Magus,0
627,1972,Chaim Potok,[],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/16286.The_Magus,369,36795,4.21,2778,My Name Is Asher Lev,1
628,2015,Vera Jane Cook,[],"['Contemporary', 'Drama', 'Book Club']",https://www.goodreads.com/book/show/44575575-pleasant-day,,5680,4.32,32,Pleasant Day,0
629,1994,Nelson Mandela,['Alan Paton Award (1995)'],"['Biography', 'Nonfiction', 'History']",https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,656,73347,4.31,3950,Long Walk to Freedom,1
630,1961,P.D. Eastman,[],"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/4303567-angelica-and-francesca,64,82212,4.10,1686,"Go, Dog. Go!",0
631,2005,Nicole Krauss,"['Orange Prize Nominee for Fiction Shortlist (2006)', 'Edward Lewis Wallant Award (2005)', 'Borders Original Voices Award for Fiction (2005)', 'William Saroyan International Prize for Writing for Fiction (2008)', 'Prix du Meilleur Livre Étranger for Roman (2006)', 'Premi Llibreter de narrativa Nominee (2006)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/318431.Long_Walk_to_Freedom,255,125976,3.91,11185,The History of Love,0
632,1823,Clement C. Moore,[],"['Holiday', 'Christmas', 'Childrens']",https://www.goodreads.com/book/show/460548.Go_Dog_Go_,32,113138,4.37,2290,The Night Before Christmas,0
633,1959,Pat Frank,['Audie Award for Fiction (2012)'],"['Fiction', 'Science Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/3867.The_History_of_Love,323,40766,4.07,3319,"Alas, Babylon",0
634,2005,George R.R. Martin,"['Hugo Award Nominee for Best Novel (2006)', 'Locus Award Nominee for Best Fantasy Novel (2006)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,1061,647928,4.14,22079,A Feast for Crows,1
635,,Behcet Kaya,[],"['Fiction', 'Contemporary', 'Novels']",https://www.goodreads.com/book/show/38169.Alas_Babylon,314,6978,4.28,63,Treacherous Estate,0
636,1895,Stephen Crane,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,149,95963,3.27,3682,The Red Badge of Courage,0
637,,Brandon Sanderson,"['Locus Award Nominee for Best Fantasy Novel (2011)', 'David Gemmell Legend Award for Best Fantasy Novel (2011)', 'Whitney Award for Best Novel (2010)', 'Goodreads Choice Award Nominee for Fantasy and for Favorite Book and for Goodreads Author (2010)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/40949958-treacherous-estate,1007,334445,4.61,22166,The Way of Kings,1
638,1995,Garth Nix,"['برنده جایزه آریلیس', 'Ditmar Award Nominee for Short Fiction (1996)', 'Aurealis Award for Fantasy Novel and Young Adult Novel (1995)', 'Lincoln Award Nominee (2005)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/35220.The_Red_Badge_of_Courage,491,194360,4.14,7943,Sabriel,1
639,1959,William S. Burroughs,[],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/7235533-the-way-of-kings,289,87186,3.46,3686,Naked Lunch,0
640,1959,Walter M. Miller Jr.,"['Hugo Award for Best Novel (1961)', 'Locus Award for All-Time Best Novel (1975)']","['Science Fiction', 'Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/518848.Sabriel,334,97666,3.97,4975,A Canticle for Leibowitz,1
641,1973,Michael Ende,['Deutscher Jugendliteraturpreis for Jugendbuch (1974)'],"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,304,57721,4.33,3476,Momo,0
642,,Kristin Cashore,"['Locus Award Nominee for Best First Novel (2009)', ""Mythopoeic Fantasy Award for Children's Literature (2009)"", 'William C. Morris YA Debut Award Nominee (2009)', 'Rhode Island Teen Book Award (2011)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal Nominee for High School Book (2010)', 'Florida Teens Read Nominee (2010)', 'Amelia Elizabeth Walden Award Nominee (2009)', 'Iowa High School Book Award Nominee (2011)', 'California Young Readers Medal for Young Adult (2012)', 'Lincoln Award Nominee (2011)', 'Andre Norton Award Nominee (2008)', 'CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2008)', 'Green Mountain Book Award (2011)', 'Missouri Gateway Readers Award Nominee (2011)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Fantasy', 'Young Adult', 'Romance']",https://www.goodreads.com/book/show/68811.Momo,471,405354,4.07,23004,Graceling,1
643,,Jakub Lasak,[],"['Psychology', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/3236307-graceling,73,157,4.14,24,"Theory of People: Understanding Behaviors, Business, Economics, Feelings, and the Mind",0
644,,Janine Myung Ja,[],"['Drama', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/56389340-adoption-stories,88,2644,4.29,53,Adoption Stories: Excerpts from Adoption Books for Adults,0
645,,Walt Gleeson,[],"['Crime', 'True Crime', 'Cultural']",https://www.goodreads.com/book/show/50893389-theory-of-people,210,927,3.59,22,Lost in Yaba: Down and Out in Laos,0
646,,Alan Weisman,"['Orion Book Award Nominee (2008)', 'National Book Critics Circle Award Nominee for General Nonfiction (2007)']","['Nonfiction', 'Science', 'Environment']",https://www.goodreads.com/book/show/248787.The_World_Without_Us,324,38867,3.80,3550,The World Without Us,0
647,1984,Olive Ann Burns,[],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/54777620-lost-in-yaba,391,98829,4.01,4090,Cold Sassy Tree,0
648,1835,Alexis de Tocqueville,['French-American Foundation Translation Prize for Non-fiction (2004)'],"['History', 'Politics', 'Nonfiction']",https://www.goodreads.com/book/show/16619.Democracy_in_America,983,22925,4.03,856,Democracy in America,0
649,2003,Kate DiCamillo,"['Newbery Medal (2004)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (2004)"", 'Kentucky Bluegrass Award for 3-5 (2005)', 'Garden State Book Award (2006)', 'Land of Enchantment Book Award for Young Adult (2006)', ""Massachusetts Children's Book Award (2007)"", 'Blue Hen Book Award for Chapter Book (2005)', 'Maine Student Book Award (2005)', 'Mitten Award Nominee for Honor Book (2003)', ""Dorothy Canfield Fisher Children's Book Award (2005)"", 'Golden Archer Award for Intermediate (2005)', 'Indian Paintbrush Book Award (2005)', ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2006)"", ""Charlie May Simon Children's Book Award (2006)"", 'Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2005)', 'New Mexico Land of Enchantment Award for Young Adult (2006)', ""Oklahoma Sequoyah Award for Children's (2006)"", ""Rebecca Caudill Young Readers' Book Award Nominee (2006)""]","['Fantasy', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/306654.Cold_Sassy_Tree,267,170911,4.04,10335,The Tale of Despereaux,0
650,2009,Dave Cullen,"['Audie Award Nominee for Best Nonfiction (2009)', 'Los Angeles Times Book Prize Nominee for Current Interest (2009)', 'Edgar Award for Best Fact Crime (2010)', 'Lincoln Award Nominee (2012)', 'Goodreads Choice Award for Nonfiction (2009)']","['Nonfiction', 'Crime', 'True Crime']",https://www.goodreads.com/book/show/5632446-columbine,417,75223,4.27,8460,Columbine,0
651,,Yuehai Xiao,[],"['Nonfiction', 'Contemporary']",https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux,328,2736,3.45,34,Crossing the Seas: A Diary of My Thoughts,0
652,,Afroz  Alam,[],['Fantasy'],https://www.goodreads.com/book/show/51476294-adhaata-asao-s-liege,174,128,4.66,87,Adhaata Asao's Liege,0
653,2014,Tom Sechrist,[],['Fantasy'],https://www.goodreads.com/book/show/16243767-crossing-the-seas,441,104,4.57,8,Predator & Prey,1
654,2000,Barbara Kingsolver,[],"['Fiction', 'Contemporary', 'Environment']",https://www.goodreads.com/book/show/14249.Prodigal_Summer,444,101547,4.00,6358,Prodigal Summer,0
655,,Randy Loubier,[],"['Drama', 'Fiction', 'Novels']",https://www.goodreads.com/book/show/21533892-predator-prey,,3775,4.29,62,Slow Brewing Tea,0
656,1992,Neal Stephenson,"['Arthur C. Clarke Award Nominee (1994)', 'British Science Fiction Association Award Nominee (1993)', ""Grand Prix de l'Imaginaire for Roman étranger (1997)"", 'Prometheus Award Nominee for Best Novel (1993)', 'Washington State Book Award (1993)', 'Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)']","['Science Fiction', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/55014950-slow-brewing-tea,559,243636,4.02,9530,Snow Crash,0
657,,Sam Conniff,[],"['Nonfiction', 'Business', 'Self Help']",https://www.goodreads.com/book/show/40651883-snow-crash,290,1321,3.90,177,Be More Pirate: Or How to Take On the World and Win,0
658,,Tom Sechrist,[],"['Fantasy', 'Fantasy', 'Epic Fantasy']",https://www.goodreads.com/book/show/36200494-be-more-pirate,474,120,4.38,8,The Stones of Andarus,1
659,2009,Jonathan Safran Foer,['Goodreads Choice Award Nominee for Nonfiction (2009)'],"['Nonfiction', 'Food and Drink', 'Food']",https://www.goodreads.com/book/show/20406003-the-stones-of-andarus,341,69181,4.20,6710,Eating Animals,0
660,1853,Charles Dickens,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/6604712-eating-animals,1017,100610,4.00,4404,Bleak House,0
661,,Gabriel F.W. Koch,[],"['Fiction', 'Contemporary', 'Drama']",https://www.goodreads.com/book/show/31242.Bleak_House,284,1977,4.34,45,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,0
662,,Michael G. Kramer,[],"['Fiction', 'Epic', 'Novels']",https://www.goodreads.com/book/show/27111181-paradox-effect,280,6553,4.28,38,A Castle of Doomsday,0
663,1913,Marcel Proust,"['French-American Foundation Translation Prize for Fiction (2003)', 'Премія «Сковорода» (2001)']","['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/12749.Swann_s_Way,444,50439,4.11,3795,Swann's Way,1
664,1984,Tom Clancy,[],"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/55476672-a-castle-of-doomsday,432,344493,4.08,3244,The Hunt for Red October,1
665,2009,Haruki Murakami,"['Andrew Carnegie Medal Nominee for Fiction (2012)', 'Premi Ictineu for Millor novel·la traduïda (2012)', 'Goodreads Choice Award for Fiction (2011)', 'International Dublin Literary Award Nominee for Shortlist (2013)']","['Fiction', 'Fantasy', 'Magical Realism']",https://www.goodreads.com/book/show/10357575-1q84,925,215091,3.92,18644,1Q84,1
666,,Ammar Habib,[],"['Thriller', 'Mystery', 'Crime']",https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,218,5309,4.23,642,Ana Rocha: Shadows of Justice,0
667,1943,Hermann Hesse,"['Премія імені Максима Рильського (1992)', 'Retro Hugo Award Nominee for Best Novel (2019)']","['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/38726615-ana-rocha,578,32948,4.12,1625,The Glass Bead Game,0
668,1981,Gabriel García Márquez,['Los Angeles Times Book Prize Nominee for Fiction (1983)'],"['Fiction', 'Classics', 'Magical Realism']",https://www.goodreads.com/book/show/16634.The_Glass_Bead_Game,120,137300,3.97,6889,Chronicle of a Death Foretold,0
669,,Ally Condie,"['South Carolina Book Award for Young Adult (2013)', 'Teen Buckeye Book Award (2012)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2012)"", 'Rhode Island Teen Book Award (2012)', 'California Young Readers Medal for Young Adult (2013)', 'Lincoln Award Nominee (2013)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2011)', 'Carnegie Medal Nominee (2012)', 'Missouri Gateway Readers Award Nominee (2013)']","['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/7735333-matched,369,681067,3.65,33511,Matched,1
670,,Kristin Hannah,"['Audie Award for Fiction (2016)', 'Goodreads Choice Award for Historical Fiction (2015) and Nominee for Best of the Best  (2018)', 'International Dublin Literary Award Nominee (2017)']","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold,440,778922,4.57,69267,The Nightingale,0
671,1996,Rebecca Wells,"['Orange Prize Nominee for Fiction Shortlist (2000)', 'American Booksellers Book Of The Year  Award for Adult Trade (1999)']","['Fiction', 'Womens Fiction', 'Chick Lit']",https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,383,529210,3.83,4398,Divine Secrets of the Ya-Ya Sisterhood,1
672,2014,Omar Farhad,[],"['Fiction', 'Polyamory', 'Polygamy']",https://www.goodreads.com/book/show/21853621-the-nightingale,,162,4.25,42,Honor and Polygamy,0
673,,Mark Bowden,['National Book Award Finalist for Nonfiction (1999)'],"['History', 'Nonfiction', 'War']",https://www.goodreads.com/book/show/22221083-honor-and-polygamy,386,56176,4.28,1628,Black Hawk Down: A Story of Modern War,0
674,1996,James   McBride,"['Anisfield-Wolf Book Award (1997)', 'Long Island Reads (2007)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/55403.Black_Hawk_Down,291,109209,4.09,5710,The Color of Water: A Black Man's Tribute to His White Mother,0
675,1932,William Faulkner,[],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/29209.The_Color_of_Water,507,57940,3.92,2598,Light in August,0
676,1996,Mary Doria Russell,"['Arthur C. Clarke Award (1998)', 'Kurd-Laßwitz-Preis for Foreign Novel (2001)', 'British Science Fiction Association Award for Best Novel (1997)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1997)', 'James Tiptree Jr. Award (1996)', 'Puddly Award for Science Fiction (2001)']","['Science Fiction', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/10979.Light_in_August,516,67314,4.12,7491,The Sparrow,1
677,2012,Malala Yousafzai,"['Lincoln Award Nominee (2017)', 'Australian Book Industry Award (ABIA) Nominee for International Book (2014)', 'Goodreads Choice Award for Memoir & Autobiography (2013)']","['Nonfiction', 'Biography', 'Autobiography']",https://www.goodreads.com/book/show/334176.The_Sparrow,327,453234,4.12,21581,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,0
678,,Stephanie M. Allen,[],"['Epic', 'Novels', 'Drama']",https://www.goodreads.com/book/show/17851885-i-am-malala,,6325,4.30,57,Dueling Fates,0
679,1992,Diana Gabaldon,['RITA Award by Romance Writers of America Nominee for Best Romance of the Year & Futuristic/Fantasy/Paranormal Romance (1993)'],"['Historical', 'Historical Fiction', 'Romance']",https://www.goodreads.com/book/show/54331802-dueling-fates,963,299710,4.32,15401,Dragonfly in Amber,1
680,1993,Jeffrey Eugenides,[],"['Fiction', 'Contemporary', 'Classics']",https://www.goodreads.com/book/show/12985.The_Tempest,250,239330,3.83,9952,The Virgin Suicides,0
681,1953,Arthur C. Clarke,['Retro Hugo Award Nominee for Best Novel (2004)'],"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,224,136950,4.10,5623,Childhood's End,0
682,2014,Fred Misurella,[],"['Fiction', 'Adult', 'Contemporary']",https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,368,1750,4.34,35,Arrangement in Black and White,0
683,2001,David McCullough,"['Pulitzer Prize for Biography or Autobiography (2002)', 'Ambassador Book Award for Biography (2002)', 'Audie Award for Nonfiction (2002)', 'Puddly Award for Nonfiction (2002)', 'American Revolution Round Table Award (2001)', 'Fraunces Tavern Museum Book Award (2002)']","['History', 'Biography', 'Nonfiction']",https://www.goodreads.com/book/show/414999.Childhood_s_End,751,328636,4.04,6489,John Adams,0
684,1980,Robert Ludlum,['Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1984)'],"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/22354895-arrangement-in-black-and-white,566,409063,4.03,4798,The Bourne Identity,1
685,2014,Victoria Dougherty,[],"['Historical', 'Historical Fiction', 'Thriller']",https://www.goodreads.com/book/show/2203.John_Adams,308,538,3.77,110,The Bone Church,0
686,2012,Fredrik Backman,[],"['Fiction', 'Contemporary', 'Audiobook']",https://www.goodreads.com/book/show/7869.The_Bourne_Identity,337,630931,4.36,70378,A Man Called Ove,0
687,,Dan Brown,"['Goodreads Choice Award Nominee for Favorite Book, Fiction & Mystery/Thriller (2009)', 'LovelyBooks Leserpreis Nominee for Krimi (2009)']","['Fiction', 'Mystery', 'Thriller']",https://www.goodreads.com/book/show/21457935-the-bone-church,509,541083,3.72,27574,The Lost Symbol,1
688,1990,A.S. Byatt,"['Booker Prize (1990)', 'Irish Times International Fiction Prize (1990)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (1991)""]","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/18774964-a-man-called-ove,555,75460,3.87,4475,Possession,0
689,1952,Mary Norton,"['Lewis Carroll Shelf Award (1960)', 'Carnegie Medal (1952)']","['Fantasy', 'Childrens', 'Classics']",https://www.goodreads.com/book/show/6411961-the-lost-symbol,180,91159,4.02,1958,The Borrowers,1
